car_id,brand,model,year,mileage,fuel_type,transmission,sale_month,zip_prefix,price
8384,Hyundai,Model B,2025,9568,Petrol,Automatic,6,30,24602
8385,Ford,Model B,2018,86702,Petrol,Automatic,9,1,7171
8386,Mercedes,Model B,2022,40531,Petrol,Automatic,4,1,14879
8387,Mercedes,Model B,2025,3315,Diesel,Manual,2,30,25291
8388,Honda,Model C,2020,59999,Hybrid,Automatic,11,1,10706
8389,Dacia,Model B,2023,35300,Petrol,Automatic,9,20,14031
8390,Fiat,Model C,2009,197419,Petrol,Manual,2,10,2264
8391,Mercedes,Model A,2023,10789,Petrol,Automatic,10,30,22660
8392,Toyota,Model B,2008,211933,Petrol,Automatic,8,20,500
8393,Ford,Model C,2025,3708,Petrol,Automatic,3,1,24540
8394,Honda,Model B,2025,9171,Diesel,Automatic,11,1,30237
8395,Mercedes,Model B,2025,0,Diesel,Manual,9,1,22609
8396,Toyota,Model A,2025,12176,Petrol,Automatic,7,30,31534
8397,Dacia,Model A,2023,23078,Petrol,Automatic,3,30,19862
8398,Dacia,Model A,2021,58858,Petrol,Automatic,7,30,10643
8399,Ford,Model C,2025,0,Petrol,Automatic,3,1,23026
8400,Ford,Model B,2025,0,Hybrid,Automatic,3,30,27552
8401,Audi,Model C,2022,45030,Petrol,Automatic,4,30,18393
8402,VW,Model B,2025,0,Petrol,Manual,9,30,24317
8403,BMW,Model C,2023,57086,Diesel,Automatic,9,10,18825
8404,Audi,Model C,2022,44496,Petrol,Manual,1,10,14624
8405,BMW,Model B,2021,48373,Petrol,Manual,9,30,14003
8406,Toyota,Model B,2016,120298,Petrol,Automatic,1,20,1392
8407,Fiat,Model A,2000,250000,Hybrid,Automatic,12,30,500
8408,Dacia,Model C,2018,97845,Diesel,Automatic,10,20,2823
8409,VW,Model B,2022,49428,Petrol,Automatic,10,1,20612
8410,VW,Model C,2020,78803,Petrol,Manual,3,20,8192
8411,Audi,Model B,2021,41387,Petrol,Automatic,12,10,15061
8412,Honda,Model C,2025,0,Petrol,Manual,12,1,18587
8413,VW,Model B,2020,50847,Petrol,Manual,7,20,6981
8414,Honda,Model C,2021,43775,Petrol,Manual,1,1,9345
8415,BMW,Model A,2013,169008,Petrol,Automatic,7,1,4576
8416,VW,Model C,2004,250000,Petrol,Automatic,2,30,2155
8417,Audi,Model A,2025,5169,Petrol,Automatic,8,10,32131
8418,BMW,Model C,2023,24140,Petrol,Manual,12,10,17936
8419,Honda,Model A,2025,0,Petrol,Automatic,10,20,24646
8420,BMW,Model A,2014,144370,Diesel,Manual,5,1,5556
8421,Ford,Model C,2023,56828,Diesel,Automatic,5,1,19327
8422,Ford,Model A,2018,110787,Diesel,Automatic,12,10,2460
8423,Audi,Model B,2017,113069,Petrol,Automatic,2,10,4828
8424,Dacia,Model B,2001,250000,Petrol,Automatic,12,1,500
8425,Hyundai,Model A,2013,156484,Hybrid,Automatic,1,30,500
8426,Mercedes,Model B,2020,59290,Petrol,Automatic,6,30,14770
8427,VW,Model A,2011,156951,Petrol,Automatic,10,10,1454
8428,Toyota,Model B,2025,0,Petrol,Manual,5,1,25512
8429,Hyundai,Model A,2020,66335,Petrol,Automatic,8,20,11298
8430,Hyundai,Model B,2013,122195,Hybrid,Manual,7,1,4820
8431,Mercedes,Model A,2016,105705,Petrol,Manual,8,1,9312
8432,VW,Model A,2023,11611,Petrol,Automatic,3,10,21948
8433,Fiat,Model C,2006,72962,Hybrid,Automatic,8,20,500
8434,Toyota,Model B,2025,0,Petrol,Automatic,12,20,26602
8435,BMW,Model C,2025,4923,Petrol,Automatic,3,10,31513
8436,BMW,Model A,2018,73499,Petrol,Manual,1,20,3696
8437,Mercedes,Model A,2021,71965,Diesel,Manual,5,10,16130
8438,BMW,Model A,2002,250000,Petrol,Automatic,5,30,500
8439,Toyota,Model B,2024,19137,Petrol,Manual,2,10,21291
8440,Toyota,Model A,2021,28841,Petrol,Manual,8,1,11335
8441,Mercedes,Model B,2019,64360,Hybrid,Automatic,6,10,10702
8442,VW,Model B,2016,111092,Petrol,Automatic,11,20,8289
8443,Dacia,Model A,2024,15830,Petrol,Automatic,6,10,15269
8444,Fiat,Model C,2021,51439,Diesel,Automatic,12,30,13285
8445,Audi,Model B,2015,122276,Diesel,Automatic,10,10,2638
8446,Hyundai,Model B,2024,2372,Petrol,Automatic,7,20,23783
8447,Dacia,Model A,2023,21539,Diesel,Automatic,7,1,17551
8448,Fiat,Model C,2025,474,Petrol,Manual,11,20,18074
8449,Fiat,Model B,2011,170930,Petrol,Automatic,10,30,3049
8450,Hyundai,Model B,2025,0,Petrol,Automatic,9,30,24923
8451,Toyota,Model B,2024,22943,Petrol,Automatic,4,10,15124
8452,BMW,Model C,2011,169400,Petrol,Automatic,6,1,500
8453,Honda,Model B,2024,4505,Petrol,Manual,10,1,21764
8454,BMW,Model C,2021,42260,Petrol,Manual,8,20,8921
8455,Dacia,Model B,2025,0,Diesel,Automatic,12,30,19568
8456,Toyota,Model A,2014,134310,Petrol,Manual,11,20,3523
8457,Dacia,Model A,2024,30111,Petrol,Automatic,6,30,14539
8458,Hyundai,Model A,2021,54657,Petrol,Automatic,4,10,13502
8459,Toyota,Model A,2025,0,Petrol,Manual,2,20,22336
8460,Mercedes,Model B,2020,72221,Hybrid,Manual,6,1,14477
8461,Audi,Model B,2025,0,Petrol,Manual,3,10,28203
8462,VW,Model C,2025,10719,Diesel,Manual,1,1,21446
8463,Hyundai,Model B,2019,66468,Petrol,Automatic,2,10,6877
8464,Dacia,Model C,2025,5299,Petrol,Automatic,6,30,16138
8465,Mercedes,Model A,2025,0,Petrol,Automatic,12,1,29886
8466,Mercedes,Model A,2018,,Petrol,Manual,5,30,10886
8467,BMW,Model A,2021,24506,Diesel,Manual,6,1,18577
8468,Audi,Model B,2022,43681,Diesel,Manual,5,20,13755
8469,Hyundai,Model A,2019,77552,Diesel,Automatic,5,30,8029
8470,Mercedes,Model C,2001,250000,Hybrid,Manual,10,1,500
8471,Honda,Model A,2017,100129,Petrol,Manual,7,30,9671
8472,Honda,Model C,2019,60566,Diesel,Automatic,6,10,8661
8473,Toyota,Model A,2021,62488,Petrol,Automatic,12,1,16560
8474,Ford,Model A,2015,134891,Petrol,Manual,4,30,3785
8475,Honda,Model A,2025,0,Petrol,Manual,11,1,23554
8476,Toyota,Model A,2025,7981,Petrol,Automatic,7,10,26581
8477,VW,Model A,2008,217124,Petrol,Automatic,6,20,3955
8478,Audi,Model B,2024,4948,Petrol,Automatic,1,1,28437
8479,Ford,Model C,2024,7559,Petrol,Manual,11,30,18628
8480,Dacia,Model C,2025,8011,Petrol,Manual,4,10,18303
8481,VW,Model B,2000,250000,Petrol,Manual,9,20,500
8482,Toyota,Model B,2018,67672,Diesel,Automatic,11,20,9489
8483,VW,Model A,2025,0,Petrol,Manual,7,30,21492
8484,Hyundai,Model A,2025,0,Petrol,Automatic,9,30,24526
8485,Toyota,Model A,2025,16274,Petrol,Manual,5,30,23343
8486,VW,Model C,2025,0,Diesel,Automatic,10,20,18455
8487,Honda,Model A,2009,197146,Petrol,Manual,9,10,1826
8488,Hyundai,Model B,2022,48175,Petrol,Automatic,6,30,17115
8489,Toyota,Model A,2017,91596,Diesel,Manual,8,20,8871
8490,Dacia,Model B,2016,97974,Petrol,Automatic,4,1,2250
8491,Ford,Model A,2025,3492,Petrol,Automatic,9,10,20895
8492,Toyota,Model A,2013,144027,Petrol,Automatic,9,10,4106
8493,Toyota,Model C,2022,51052,Petrol,Automatic,6,1,19081
8494,Toyota,Model B,2025,0,Diesel,Automatic,4,1,23844
8495,Mercedes,Model B,2016,94219,Hybrid,Automatic,11,20,9115
8496,BMW,Model B,2025,8423,Diesel,Automatic,10,30,27696
8497,Toyota,Model C,2025,756,Petrol,Manual,1,30,21019
8498,Honda,Model A,2023,35280,Petrol,Manual,7,30,21008
8499,Toyota,Model C,2015,123930,Petrol,Automatic,2,30,4563
8500,BMW,Model B,2020,,Diesel,Automatic,4,20,12259
8501,Ford,Model C,2021,43465,Petrol,Automatic,6,10,14403
8502,Mercedes,Model B,2020,94875,Hybrid,Automatic,3,1,14058
8503,Audi,Model C,2019,95024,Petrol,Manual,6,30,10606
8504,Mercedes,Model B,2025,7432,Petrol,Automatic,9,30,34760
8505,Honda,Model A,2015,121176,Petrol,Manual,6,30,7358
8506,BMW,Model C,2025,8071,Diesel,Automatic,3,30,32812
8507,Audi,Model B,2000,250000,Petrol,Manual,6,30,500
8508,Honda,Model B,2023,30282,Petrol,Manual,8,1,17308
8509,Mercedes,Model A,2025,0,Diesel,Automatic,12,10,30457
8510,Honda,Model B,2019,98767,Petrol,Manual,7,30,11968
8511,Toyota,Model B,2016,111693,Petrol,Automatic,12,10,6873
8512,Fiat,Model B,2024,42208,Petrol,Automatic,12,1,18873
8513,Hyundai,Model B,2025,2807,Hybrid,Manual,7,1,25631
8514,Dacia,Model B,2024,8315,Hybrid,Manual,2,30,14119
8515,Honda,Model C,2020,80762,Petrol,Automatic,11,10,9760
8516,Ford,Model C,2018,88517,Petrol,Automatic,11,20,2986
8517,Dacia,Model C,2025,2001,Petrol,Automatic,11,30,18421
8518,Toyota,Model C,2025,,Petrol,Manual,12,1,27514
8519,Ford,Model C,2021,57903,Petrol,Manual,4,1,8945
8520,Toyota,Model C,2025,0,Petrol,Automatic,5,1,26573
8521,Honda,Model B,2021,41283,Diesel,Manual,9,10,13958
8522,BMW,Model A,2021,40641,Hybrid,Automatic,8,1,18680
8523,Hyundai,Model A,2015,126585,Diesel,Automatic,11,20,500
8524,Dacia,Model A,2021,24969,Petrol,Automatic,4,1,16118
8525,BMW,Model A,2022,32837,Diesel,Automatic,9,30,21341
8526,Hyundai,Model B,2002,250000,Petrol,Automatic,12,30,1510
8527,Audi,Model B,2021,29314,Petrol,Automatic,3,30,18957
8528,Mercedes,Model C,2025,2593,Petrol,Automatic,4,1,26239
8529,VW,Model C,2024,2529,Diesel,Automatic,6,1,18877
8530,BMW,Model B,2024,5944,Petrol,Automatic,2,10,24037
8531,Honda,Model B,2025,24827,Diesel,Automatic,3,1,26203
8532,BMW,Model C,2001,250000,Petrol,Automatic,5,20,2816
8533,Ford,Model A,2023,35484,Petrol,Automatic,1,1,12159
8534,Honda,Model C,2025,0,Petrol,Automatic,5,1,28215
8535,Fiat,Model A,2023,16085,Petrol,Manual,4,30,10401
8536,VW,Model C,2020,43326,Diesel,Automatic,11,20,11306
8537,Mercedes,Model A,2013,155308,Petrol,Automatic,8,20,5806
8538,Toyota,Model C,2025,0,Petrol,Manual,12,30,21257
8539,Dacia,Model A,2022,31234,Petrol,Automatic,3,10,10962
8540,VW,Model A,2025,1647,Petrol,Automatic,2,10,26555
8541,Ford,Model C,2023,21445,Petrol,Automatic,5,20,13896
8542,Ford,Model A,2024,0,Petrol,Automatic,1,20,26759
8543,Toyota,Model B,2025,0,Hybrid,Manual,12,20,25760
8544,Ford,Model B,2024,25431,Diesel,Automatic,3,20,24720
8545,Hyundai,Model B,2021,25400,Petrol,Automatic,2,10,13447
8546,Mercedes,Model B,2022,19650,Petrol,Automatic,10,1,18677
8547,Dacia,Model B,2025,,Petrol,Automatic,9,10,21492
8548,Audi,Model A,2020,14734,Diesel,Automatic,1,10,11655
8549,Honda,Model C,2021,47581,Petrol,Automatic,7,30,13859
8550,BMW,Model B,2009,52681,Petrol,Manual,6,30,1103
8551,Ford,Model B,2025,0,Petrol,Manual,5,1,26349
8552,Toyota,Model C,2009,191280,Diesel,Automatic,2,20,4676
8553,Audi,Model A,2024,21734,Petrol,Manual,10,30,24730
8554,Dacia,Model A,2021,66671,Diesel,Manual,3,1,7325
8555,Toyota,Model C,2021,44076,Petrol,Manual,6,10,13105
8556,Toyota,Model C,2024,40320,Hybrid,Automatic,12,10,19062
8557,Honda,Model A,2006,225241,Diesel,Manual,4,30,4357
8558,Mercedes,Model A,2023,36433,Diesel,Automatic,1,10,20981
8559,Toyota,Model A,2025,28972,Petrol,Manual,12,10,23683
8560,Toyota,Model A,2025,2089,Petrol,Automatic,7,20,31230
8561,Honda,Model A,2015,99397,Hybrid,Manual,7,30,7950
8562,Fiat,Model A,2025,1363,Hybrid,Automatic,7,10,22336
8563,Mercedes,Model A,2024,2825,Petrol,Manual,3,30,24973
8564,Ford,Model B,2025,0,Petrol,Automatic,9,10,28479
8565,BMW,Model A,2022,65774,Petrol,Manual,3,30,15916
8566,Toyota,Model C,2023,5658,Petrol,Manual,4,20,17163
8567,Honda,Model A,2025,4507,Petrol,Automatic,8,30,25414
8568,BMW,Model B,2025,0,Petrol,Automatic,10,10,28575
8569,Honda,Model A,2021,43385,Petrol,Automatic,10,1,13916
8570,Toyota,Model B,2019,83172,Petrol,Automatic,2,20,9718
8571,Dacia,Model B,2021,52772,Hybrid,Manual,10,10,13394
8572,Ford,Model B,2021,44624,Petrol,Automatic,9,30,17129
8573,Audi,Model B,2019,62252,Petrol,Automatic,8,10,12743
8574,Mercedes,Model B,2018,88741,Hybrid,Manual,12,20,12015
8575,BMW,Model A,2025,25615,Petrol,Automatic,5,20,29659
8576,BMW,Model A,2006,214479,Petrol,Automatic,9,10,500
8577,VW,Model B,2024,40674,Petrol,Automatic,8,1,25507
8578,Fiat,Model B,2015,137992,Petrol,Automatic,5,20,2122
8579,Mercedes,Model C,2020,80540,Diesel,Automatic,10,20,13511
8580,Toyota,Model B,2006,232626,Petrol,Automatic,6,30,500
8581,Toyota,Model C,2018,101566,Petrol,Automatic,7,1,6379
8582,Ford,Model A,2025,0,Petrol,Manual,8,10,22410
8583,Mercedes,Model C,2025,0,Petrol,Automatic,7,1,31331
8584,Dacia,Model A,2017,107487,Petrol,Manual,6,30,4285
8585,VW,Model C,2022,40437,Petrol,Manual,3,20,13716
8586,Dacia,Model C,2022,,Hybrid,Automatic,4,30,11352
8587,Audi,Model A,2025,0,Petrol,Manual,2,30,29863
8588,Ford,Model A,2025,0,Petrol,Automatic,10,1,25200
8589,VW,Model B,2022,18389,Petrol,Manual,10,30,18860
8590,VW,Model B,2024,19403,Petrol,Manual,8,30,25802
8591,BMW,Model B,2025,0,Petrol,Automatic,12,30,32704
8592,Dacia,Model C,2000,250000,Diesel,Manual,4,20,1497
8593,Fiat,Model A,2021,87643,Petrol,Automatic,11,10,10996
8594,Mercedes,Model A,2025,15572,Petrol,Automatic,3,30,27386
8595,Honda,Model C,2025,15838,Petrol,Automatic,1,20,28198
8596,Toyota,Model C,2023,57033,Diesel,Manual,1,30,17011
8597,Fiat,Model C,2022,48032,Diesel,Automatic,8,1,13321
8598,VW,Model B,2020,48435,Diesel,Automatic,10,20,11451
8599,Audi,Model C,2022,22681,Petrol,Manual,11,20,21329
8600,BMW,Model A,2024,,Petrol,Manual,6,1,30030
8601,Toyota,Model B,2021,17109,Diesel,Manual,1,1,10636
8602,BMW,Model B,2025,0,Petrol,Automatic,1,20,33862
8603,Mercedes,Model C,2025,0,Diesel,Automatic,12,10,27074
8604,Ford,Model C,2015,121482,Diesel,Manual,2,1,706
8605,VW,Model B,2021,60811,Petrol,Automatic,10,1,13590
8606,Honda,Model B,2021,52191,Petrol,Manual,1,1,17375
8607,Ford,Model C,2024,26071,Petrol,Automatic,3,30,24250
8608,Mercedes,Model B,2018,113472,Petrol,Manual,3,1,6858
8609,Toyota,Model B,2024,9846,Hybrid,Manual,4,20,21936
8610,VW,Model A,2025,42114,Petrol,Manual,6,1,22311
8611,Toyota,Model C,2021,51190,Petrol,Automatic,2,1,15318
8612,Toyota,Model A,2025,,Hybrid,Manual,12,20,23176
8613,Mercedes,Model B,2025,0,Petrol,Automatic,1,10,29945
8614,Ford,Model B,2010,204289,Petrol,Automatic,10,30,1122
8615,Hyundai,Model A,2017,111625,Petrol,Automatic,7,1,5024
8616,Honda,Model B,2025,22071,Diesel,Automatic,2,1,23642
8617,Mercedes,Model A,2025,817,Petrol,Automatic,2,10,29654
8618,Hyundai,Model B,2009,173168,Petrol,Manual,8,10,1954
8619,BMW,Model C,2001,250000,Hybrid,Automatic,4,20,500
8620,Honda,Model A,2015,94544,Petrol,Automatic,6,10,11470
8621,Audi,Model B,2025,0,Diesel,Manual,7,1,26064
8622,Dacia,Model B,2015,122866,Petrol,Automatic,8,1,4920
8623,VW,Model B,2022,71658,Petrol,Automatic,8,20,18070
8624,Ford,Model B,2025,4778,Diesel,Automatic,1,30,25569
8625,VW,Model A,2002,250000,Petrol,Automatic,10,30,500
8626,Honda,Model A,2023,23054,Petrol,Automatic,4,30,19264
8627,Mercedes,Model C,2019,51868,Diesel,Automatic,2,1,6705
8628,VW,Model A,2025,1287,Petrol,Manual,2,30,24633
8629,Honda,Model A,2019,,Petrol,Manual,3,20,7100
8630,Ford,Model C,2024,0,Petrol,Manual,8,20,18287
8631,BMW,Model C,2024,0,Diesel,Automatic,6,30,29956
8632,Mercedes,Model B,2017,88776,Petrol,Automatic,2,30,11670
8633,Ford,Model C,2003,250000,Diesel,Automatic,1,20,500
8634,Honda,Model A,2021,41136,Petrol,Automatic,1,1,18467
8635,Audi,Model B,2019,56236,Diesel,Manual,6,30,8154
8636,Audi,Model B,2025,4339,Petrol,Automatic,10,10,29425
8637,Ford,Model A,2025,8083,Petrol,Manual,8,10,19815
8638,BMW,Model A,2021,49819,Diesel,Automatic,11,30,19727
8639,Honda,Model B,2023,15555,Hybrid,Automatic,4,30,17291
8640,Honda,Model B,2023,32922,Petrol,Automatic,2,20,16974
8641,Toyota,Model A,2025,0,Diesel,Automatic,11,20,26364
8642,Hyundai,Model B,2021,30163,Petrol,Manual,10,10,13657
8643,BMW,Model B,2019,87543,Petrol,Manual,8,30,10938
8644,Fiat,Model A,2018,89302,Hybrid,Automatic,12,1,2182
8645,VW,Model C,2022,34210,Hybrid,Automatic,8,10,14682
8646,Honda,Model B,2021,24434,Petrol,Automatic,7,30,19928
8647,Fiat,Model A,2021,36827,Petrol,Automatic,7,10,11160
8648,VW,Model A,2009,222278,Petrol,Automatic,8,30,500
8649,Dacia,Model A,2025,0,Petrol,Manual,7,20,21358
8650,Honda,Model B,2017,92229,Petrol,Manual,4,10,9239
8651,Honda,Model B,2016,107754,Petrol,Automatic,12,10,9516
8652,Honda,Model C,2021,52807,Petrol,Automatic,12,10,11240
8653,BMW,Model B,2017,73542,Petrol,Manual,3,20,6480
8654,Fiat,Model A,2023,26612,Hybrid,Automatic,7,20,15156
8655,VW,Model A,2020,34708,Petrol,Automatic,10,10,11661
8656,Ford,Model A,2021,49461,Petrol,Automatic,1,30,12412
8657,Fiat,Model A,2022,26214,Petrol,Automatic,2,30,16902
8658,Dacia,Model C,2016,95011,Hybrid,Automatic,7,20,500
8659,Mercedes,Model C,2015,132522,Petrol,Automatic,1,10,4603
8660,VW,Model A,2025,0,Petrol,Automatic,11,30,22979
8661,Ford,Model A,2021,55105,Hybrid,Manual,11,20,16622
8662,Honda,Model B,2021,55602,Petrol,Automatic,10,20,12161
8663,Dacia,Model B,2003,250000,Petrol,Automatic,11,30,500
8664,Fiat,Model A,2022,5362,Petrol,Manual,9,10,12920
8665,VW,Model B,2023,37785,Hybrid,Manual,2,10,13242
8666,Toyota,Model C,2023,24246,Petrol,Automatic,1,10,24833
8667,VW,Model B,2025,0,Diesel,Manual,11,10,22029
8668,Honda,Model B,2015,102761,Petrol,Automatic,9,30,1717
8669,Audi,Model C,2018,93098,Petrol,Manual,5,20,10286
8670,Honda,Model C,2025,0,Petrol,Manual,10,1,27116
8671,Audi,Model A,2025,7767,Hybrid,Manual,1,30,28157
8672,Honda,Model C,2013,172917,Petrol,Manual,4,10,2456
8673,VW,Model B,2022,50699,Petrol,Manual,5,20,16572
8674,BMW,Model B,2017,116871,Petrol,Automatic,2,30,4288
8675,Hyundai,Model C,2006,217214,Petrol,Automatic,10,30,500
8676,BMW,Model A,2020,71440,Petrol,Manual,10,30,13469
8677,Honda,Model B,2014,114836,Diesel,Manual,8,20,2084
8678,Ford,Model B,2025,0,Petrol,Manual,6,10,28674
8679,Hyundai,Model A,2022,62119,Petrol,Manual,8,10,17636
8680,Hyundai,Model A,2014,122882,Petrol,Automatic,12,20,6895
8681,Toyota,Model A,2000,250000,Petrol,Manual,5,10,500
8682,BMW,Model A,2025,15234,Petrol,Manual,5,30,29860
8683,VW,Model C,2015,136121,Petrol,Automatic,8,30,1633
8684,Honda,Model C,2023,4994,Petrol,Manual,9,10,18683
8685,Toyota,Model C,2020,67878,Petrol,Automatic,6,1,7776
8686,Audi,Model A,2023,21651,Petrol,Manual,11,30,16714
8687,Mercedes,Model C,2020,76327,Diesel,Manual,5,30,9518
8688,Toyota,Model A,2008,179174,Petrol,Automatic,9,1,500
8689,Honda,Model B,2017,,Petrol,Automatic,9,30,9799
8690,Honda,Model A,2016,111395,Hybrid,Automatic,4,20,7371
8691,Ford,Model A,2021,18148,Diesel,Automatic,1,1,10811
8692,Toyota,Model C,2024,0,Hybrid,Automatic,11,20,30239
8693,Fiat,Model B,2018,56547,Petrol,Automatic,7,20,7506
8694,Honda,Model B,2001,250000,Petrol,Automatic,2,20,500
8695,Toyota,Model C,2022,44238,Petrol,Automatic,12,10,15802
8696,BMW,Model A,2023,26930,Petrol,Manual,4,1,17375
8697,Ford,Model A,2025,2541,Petrol,Automatic,6,10,24604
8698,Ford,Model C,2023,8403,Petrol,Manual,7,1,16361
8699,Ford,Model A,2022,52806,Petrol,Automatic,5,20,14111
8700,Fiat,Model B,2023,23717,Petrol,Manual,2,30,13917
8701,Hyundai,Model A,2025,505,Petrol,Manual,9,30,21140
8702,Fiat,Model B,2025,14105,Diesel,Automatic,3,30,21417
8703,BMW,Model B,2020,45129,Petrol,Automatic,9,1,11001
8704,Toyota,Model B,2017,99428,Petrol,Manual,11,1,3206
8705,Toyota,Model B,2018,90351,Diesel,Automatic,1,10,12535
8706,VW,Model B,2022,27816,Petrol,Automatic,10,20,17696
8707,Honda,Model C,2025,9785,Hybrid,Automatic,8,30,23607
8708,Hyundai,Model C,2022,43156,Petrol,Automatic,3,20,15047
8709,Toyota,Model A,2006,226482,Diesel,Manual,8,10,500
8710,Audi,Model B,2025,0,Petrol,Manual,6,1,24741
8711,Toyota,Model A,2025,7853,Petrol,Automatic,2,30,35158
8712,Mercedes,Model B,2019,83827,Diesel,Automatic,7,30,9287
8713,Mercedes,Model B,2024,12943,Hybrid,Automatic,12,20,24036
8714,Audi,Model B,2021,64802,Diesel,Manual,9,30,14726
8715,BMW,Model C,2025,9877,Diesel,Manual,5,1,31597
8716,VW,Model C,2025,0,Petrol,Automatic,8,30,23211
8717,Toyota,Model B,2022,14926,Diesel,Manual,10,20,17892
8718,BMW,Model A,2024,29733,Petrol,Manual,2,10,30725
8719,Toyota,Model B,2025,0,Petrol,Automatic,7,30,25349
8720,Fiat,Model A,2022,38462,Petrol,Manual,7,30,10028
8721,Honda,Model C,2020,77089,Petrol,Automatic,5,20,9266
8722,Dacia,Model C,2025,0,Petrol,Automatic,10,30,20056
8723,Honda,Model B,2017,96559,Petrol,Automatic,8,30,9670
8724,Dacia,Model A,2021,34969,Petrol,Automatic,9,30,10830
8725,Audi,Model B,2025,5549,Petrol,Manual,8,30,31191
8726,Toyota,Model A,2025,8797,Petrol,Manual,10,30,21781
8727,VW,Model C,2021,39331,Petrol,Automatic,8,30,8718
8728,Dacia,Model C,2017,82169,Petrol,Automatic,9,1,4567
8729,Hyundai,Model B,2020,99394,Petrol,Automatic,3,20,13545
8730,Ford,Model B,2019,70606,Petrol,Automatic,11,1,9048
8731,BMW,Model C,2015,109744,Petrol,Manual,2,30,3641
8732,Toyota,Model B,2025,10598,Petrol,Automatic,5,10,26580
8733,BMW,Model B,2018,83238,Petrol,Automatic,12,30,11437
8734,Toyota,Model B,2021,31713,Petrol,Automatic,2,1,14679
8735,Audi,Model B,2021,55245,Hybrid,Automatic,11,30,20768
8736,Toyota,Model C,2025,0,Petrol,Manual,6,20,24027
8737,Hyundai,Model C,2021,71646,Diesel,Automatic,3,10,18509
8738,Mercedes,Model A,2007,223417,Petrol,Manual,10,30,500
8739,Toyota,Model B,2008,199846,Petrol,Manual,4,1,500
8740,Audi,Model B,2023,25640,Petrol,Automatic,9,30,26618
8741,Toyota,Model C,2023,,Petrol,Manual,10,1,15827
8742,Toyota,Model C,2021,15236,Diesel,Automatic,8,1,12688
8743,Audi,Model B,2021,79831,Petrol,Manual,10,1,13495
8744,Dacia,Model A,2005,250000,Petrol,Automatic,12,1,673
8745,Toyota,Model C,2022,43314,Petrol,Automatic,7,20,18526
8746,Mercedes,Model A,2022,21945,Petrol,Automatic,2,30,23269
8747,Honda,Model B,2014,129796,Diesel,Automatic,9,10,4630
8748,Mercedes,Model A,2010,187183,Diesel,Manual,6,1,500
8749,Audi,Model C,2012,143657,Petrol,Automatic,7,1,3712
8750,Toyota,Model B,2010,199401,Diesel,Manual,8,30,2550
8751,Mercedes,Model B,2023,9387,Petrol,Manual,9,1,22551
8752,VW,Model B,2016,98441,Petrol,Automatic,8,30,8184
8753,Hyundai,Model A,2018,75565,Diesel,Manual,3,1,5862
8754,Toyota,Model A,2015,131157,Petrol,Automatic,10,10,500
8755,VW,Model B,2025,,Diesel,Manual,11,30,26203
8756,Toyota,Model C,2025,0,Petrol,Manual,1,30,27663
8757,Mercedes,Model B,2017,112320,Petrol,Manual,4,30,2877
8758,Toyota,Model A,2020,53334,Diesel,Automatic,12,10,9011
8759,Ford,Model B,2016,91972,Petrol,Manual,3,1,3918
8760,BMW,Model C,2022,24677,Petrol,Automatic,3,20,24300
8761,VW,Model A,2001,250000,Petrol,Automatic,8,10,500
8762,VW,Model A,2024,2144,Petrol,Automatic,5,20,22658
8763,Fiat,Model B,2022,34149,Petrol,Automatic,9,30,13481
8764,Mercedes,Model B,2025,0,Petrol,Automatic,4,30,35432
8765,BMW,Model A,2015,101510,Petrol,Manual,6,10,3899
8766,BMW,Model C,2025,0,Hybrid,Manual,12,30,28983
8767,Fiat,Model B,2025,0,Petrol,Manual,5,30,19714
8768,Hyundai,Model B,2012,170338,Petrol,Manual,2,30,3632
8769,Hyundai,Model A,2021,49513,Petrol,Manual,10,20,11675
8770,Honda,Model C,2015,157240,Petrol,Automatic,8,1,4748
8771,Honda,Model A,2018,73366,Petrol,Manual,6,30,4782
8772,Toyota,Model C,2018,71117,Petrol,Manual,12,1,5007
8773,Hyundai,Model A,2023,47006,Petrol,Automatic,2,1,18114
8774,Hyundai,Model A,2021,63869,Petrol,Manual,7,1,10368
8775,Toyota,Model C,2025,5771,Petrol,Automatic,3,20,26039
8776,Toyota,Model A,2012,139294,Diesel,Automatic,2,20,500
8777,VW,Model B,2025,26174,Petrol,Manual,6,30,23933
8778,BMW,Model B,2017,94918,Petrol,Automatic,12,30,3010
8779,Fiat,Model B,2025,0,Petrol,Automatic,10,30,23744
8780,Honda,Model B,2020,77144,Diesel,Manual,3,30,8349
8781,Honda,Model C,2014,131665,Petrol,Manual,6,10,4422
8782,VW,Model A,2025,0,Diesel,Automatic,10,30,24991
8783,Ford,Model C,2020,60604,Hybrid,Automatic,3,10,5257
8784,Audi,Model B,2024,279,Hybrid,Manual,3,1,23389
8785,Dacia,Model A,2023,0,Petrol,Automatic,3,10,17060
8786,Dacia,Model A,2022,22774,Petrol,Automatic,8,1,14000
8787,Honda,Model C,2022,28083,Diesel,Automatic,1,1,16213
8788,Ford,Model C,2025,0,Petrol,Manual,8,1,25762
8789,Ford,Model C,2008,212628,Petrol,Manual,11,10,1937
8790,Honda,Model B,2024,338,Petrol,Automatic,10,1,25599
8791,Dacia,Model A,2025,7176,Diesel,Manual,9,1,17266
8792,Audi,Model C,2005,221500,Petrol,Manual,3,10,1440
8793,Mercedes,Model C,2014,145638,Diesel,Manual,11,10,4029
8794,Fiat,Model C,2025,0,Diesel,Manual,12,10,17774
